,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Deck,Num,Side,Group,Number,Transported
7481,Earth,True,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,G,1293,S,8005,2,True
7482,Earth,False,TRAPPIST-1e,35.0,False,676.0,0.0,0.0,0.0,40.0,F,1528,S,8005,3,False
7483,Earth,False,TRAPPIST-1e,22.0,False,0.0,1145.0,0.0,0.0,371.0,F,1529,S,8006,1,False
7484,Earth,False,TRAPPIST-1e,26.0,False,0.0,0.0,1.0,886.0,0.0,G,1296,P,8007,1,False
7485,Earth,False,PSO J318.5-22,24.0,False,0.0,0.0,92.0,1492.0,0.0,E,517,P,8007,2,True
7486,Europa,False,TRAPPIST-1e,59.0,False,0.0,2593.0,0.0,98.0,0.0,C,300,S,8010,1,True
7487,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,F,1531,S,8012,1,True
7488,Mars,False,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,E,530,S,8012,2,False
7489,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,F,1531,S,8012,3,True
7490,Earth,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,G,1294,S,8014,1,True
7491,Europa,,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,,B,315,S,8015,1,True
7492,Europa,False,TRAPPIST-1e,36.0,False,0.0,244.0,0.0,5432.0,2302.0,B,315,S,8015,2,False
7493,Europa,True,55 Cancri e,32.0,False,0.0,0.0,0.0,0.0,0.0,B,315,S,8015,3,True
7494,Earth,False,TRAPPIST-1e,15.0,False,0.0,10.0,0.0,595.0,381.0,E,531,S,8016,1,False
7495,Earth,False,TRAPPIST-1e,54.0,False,0.0,0.0,5.0,1268.0,26.0,F,1532,S,8018,1,False
7496,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,F,1660,P,8019,1,True
7497,Earth,False,TRAPPIST-1e,22.0,False,668.0,79.0,0.0,0.0,1.0,F,1661,P,8020,1,False
7498,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,G,1298,P,8021,1,False
7499,Europa,False,TRAPPIST-1e,14.0,False,0.0,4545.0,271.0,199.0,1377.0,D,249,P,8023,1,True
7500,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,D,249,P,8023,2,True
7501,Earth,False,TRAPPIST-1e,73.0,False,16.0,0.0,722.0,2.0,89.0,F,1533,S,8024,1,False
7502,Europa,False,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,B,263,P,8025,1,True
7503,Mars,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,F,1534,S,8026,1,True
7504,Earth,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,G,1297,S,8027,1,False
7505,Earth,False,55 Cancri e,27.0,False,31.0,225.0,331.0,0.0,14.0,F,1535,S,8027,2,False
7506,Earth,False,TRAPPIST-1e,31.0,False,779.0,0.0,3.0,57.0,0.0,G,1298,S,8029,1,False
7507,Earth,True,PSO J318.5-22,26.0,False,,0.0,0.0,0.0,0.0,G,1299,S,8030,1,False
7508,Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,D,250,P,8031,1,True
7509,Europa,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,A,85,P,8032,1,True
7510,Europa,True,,40.0,False,0.0,0.0,0.0,0.0,0.0,A,85,P,8032,2,True
7511,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,E,532,S,8034,1,False
7512,Mars,False,,52.0,False,1222.0,2.0,74.0,0.0,0.0,E,532,S,8034,2,False
7513,Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,F,1536,S,8035,1,True
7514,Earth,False,TRAPPIST-1e,51.0,False,172.0,350.0,0.0,16.0,1005.0,F,1537,S,8036,1,False
7515,Earth,False,TRAPPIST-1e,35.0,False,0.0,0.0,62.0,0.0,891.0,F,1537,S,8036,2,False
7516,Earth,False,TRAPPIST-1e,14.0,False,0.0,476.0,249.0,177.0,0.0,F,1538,S,8037,1,False
7517,Europa,True,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,C,301,S,8038,1,True
7518,Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,C,301,S,8038,2,True
7519,,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,G,1299,P,8042,1,False
7520,Europa,False,55 Cancri e,45.0,False,5.0,17901.0,0.0,79.0,281.0,A,97,S,8043,1,True
7521,Europa,False,TRAPPIST-1e,29.0,,0.0,1408.0,0.0,408.0,1.0,A,97,S,8043,2,True
7522,Europa,False,TRAPPIST-1e,39.0,True,1.0,392.0,64.0,148.0,1367.0,A,97,S,8043,3,True
7523,Europa,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,A,97,S,8043,4,True
7524,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,G,1300,P,8046,1,True
7525,Earth,False,TRAPPIST-1e,22.0,False,6.0,21.0,0.0,782.0,0.0,G,1301,P,8049,1,False
7526,Earth,False,PSO J318.5-22,30.0,False,0.0,34.0,143.0,275.0,0.0,G,1300,S,8050,1,False
7527,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,,,,8050,2,True
7528,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,G,1300,S,8050,3,True
7529,Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,G,1302,S,8052,1,False
7530,Earth,False,PSO J318.5-22,18.0,False,0.0,0.0,0.0,1.0,335.0,G,1302,S,8052,2,False
7531,Mars,False,TRAPPIST-1e,29.0,False,1544.0,1.0,206.0,0.0,0.0,F,1663,P,8053,1,False
7532,Mars,False,55 Cancri e,52.0,False,,0.0,262.0,1425.0,571.0,F,1540,S,8054,1,False
7533,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,846.0,59.0,0.0,E,533,S,8055,1,False
7534,Europa,False,TRAPPIST-1e,54.0,False,0.0,793.0,0.0,87.0,1567.0,C,262,P,8056,1,False
7535,Europa,False,TRAPPIST-1e,28.0,False,40.0,9012.0,0.0,111.0,551.0,C,262,P,8056,2,True
7536,Europa,True,TRAPPIST-1e,65.0,False,0.0,0.0,0.0,0.0,0.0,B,267,P,8057,1,True
7537,Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,B,267,P,8057,2,True
7538,Earth,False,TRAPPIST-1e,29.0,False,12.0,2.0,0.0,432.0,1548.0,F,1664,P,8058,1,False
7539,,False,TRAPPIST-1e,20.0,False,0.0,38.0,0.0,0.0,1779.0,G,1302,P,8059,1,False
7540,Mars,False,TRAPPIST-1e,39.0,False,1369.0,259.0,960.0,1.0,29.0,F,1541,S,8060,1,False
7541,Mars,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,F,1541,S,8060,2,True
7542,Earth,False,TRAPPIST-1e,20.0,False,,25.0,0.0,11.0,0.0,F,1543,S,8063,1,False
7543,Mars,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,,,,8064,1,True
7544,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,E,534,S,8064,2,True
7545,Mars,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,E,534,S,8064,3,False
7546,Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,F,1544,S,8066,1,True
7547,Earth,False,55 Cancri e,32.0,False,1.0,0.0,,9.0,663.0,F,1666,P,8067,1,False
7548,Earth,False,TRAPPIST-1e,20.0,False,0.0,52.0,0.0,110.0,614.0,F,1545,S,8068,1,False
7549,Europa,True,55 Cancri e,60.0,False,0.0,0.0,0.0,0.0,0.0,D,234,S,8069,1,True
7550,Earth,False,TRAPPIST-1e,53.0,False,0.0,0.0,716.0,0.0,0.0,F,1546,S,8071,1,True
7551,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,D,236,S,8072,1,True
7552,Europa,False,55 Cancri e,35.0,False,0.0,5500.0,0.0,180.0,3173.0,D,236,S,8072,2,False
7553,Earth,False,55 Cancri e,19.0,False,355.0,0.0,0.0,0.0,284.0,F,1547,S,8075,1,False
7554,Europa,False,55 Cancri e,43.0,False,1.0,2060.0,,1.0,2764.0,C,263,P,8076,1,False
7555,Europa,False,55 Cancri e,29.0,False,2686.0,0.0,0.0,2854.0,2553.0,C,263,P,8076,2,False
7556,Earth,False,TRAPPIST-1e,20.0,False,721.0,122.0,0.0,0.0,0.0,G,1304,P,8077,1,False
7557,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,134.0,1931.0,,F,1667,P,8078,1,False
7558,Earth,False,PSO J318.5-22,21.0,False,505.0,0.0,0.0,0.0,110.0,F,1548,S,8079,1,True
7559,Europa,False,55 Cancri e,39.0,False,2.0,15450.0,336.0,1.0,904.0,D,251,P,8081,1,True
7560,Earth,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,G,1305,P,8082,1,False
7561,Earth,False,55 Cancri e,20.0,False,1842.0,0.0,0.0,0.0,0.0,F,1668,P,8082,2,True
7562,Earth,False,TRAPPIST-1e,18.0,False,595.0,134.0,7.0,0.0,0.0,F,1669,P,8083,1,False
7563,Europa,False,TRAPPIST-1e,31.0,False,,745.0,0.0,6688.0,2161.0,C,264,P,8084,1,False
7564,Earth,False,PSO J318.5-22,35.0,False,635.0,3.0,0.0,,25.0,F,1549,S,8085,1,False
7565,Earth,True,PSO J318.5-22,44.0,False,0.0,0.0,,0.0,0.0,G,1306,P,8086,1,True
7566,Europa,False,TRAPPIST-1e,62.0,False,33.0,3518.0,0.0,394.0,0.0,B,268,P,8087,1,True
7567,Mars,False,TRAPPIST-1e,23.0,False,1.0,0.0,11.0,0.0,2336.0,E,521,P,8088,1,False
7568,Mars,False,TRAPPIST-1e,23.0,True,3.0,0.0,0.0,1677.0,,F,1670,P,8088,2,False
7569,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,1761.0,0.0,36.0,F,1671,P,8089,1,True
7570,Earth,False,TRAPPIST-1e,29.0,False,18.0,7.0,0.0,0.0,779.0,F,1672,P,8091,1,False
7571,Europa,False,TRAPPIST-1e,31.0,False,0.0,4655.0,135.0,2075.0,402.0,D,238,S,8092,1,True
7572,Europa,True,55 Cancri e,33.0,True,0.0,,0.0,0.0,0.0,D,238,S,8092,2,True
7573,Europa,False,TRAPPIST-1e,41.0,False,0.0,3216.0,0.0,433.0,517.0,D,238,S,8092,3,False
7574,Europa,False,TRAPPIST-1e,60.0,False,19.0,7316.0,0.0,0.0,1781.0,C,265,P,8094,1,True
7575,Europa,True,TRAPPIST-1e,41.0,False,0.0,0.0,,0.0,0.0,B,317,S,8097,1,True
7576,Europa,False,TRAPPIST-1e,69.0,True,0.0,269.0,0.0,190.0,9033.0,B,269,P,8098,1,False
7577,Europa,False,55 Cancri e,44.0,False,9.0,2311.0,0.0,633.0,1.0,B,269,P,8098,2,True
7578,Europa,True,55 Cancri e,18.0,False,0.0,,0.0,0.0,0.0,B,269,P,8098,3,True
7579,Europa,False,55 Cancri e,26.0,False,0.0,11598.0,0.0,3.0,386.0,B,269,P,8098,4,True
7580,Earth,False,TRAPPIST-1e,30.0,False,4.0,0.0,442.0,2441.0,0.0,F,1674,P,8102,1,False
7581,Mars,False,TRAPPIST-1e,34.0,False,81.0,0.0,492.0,122.0,0.0,F,1675,P,8103,1,False
7582,Earth,False,PSO J318.5-22,18.0,False,0.0,0.0,15.0,570.0,84.0,F,1677,P,8105,1,False
7583,Earth,True,55 Cancri e,49.0,False,0.0,0.0,0.0,0.0,0.0,G,1306,S,8106,1,True
7584,Earth,False,PSO J318.5-22,71.0,False,48.0,43.0,0.0,78.0,534.0,F,1678,P,8107,1,False
7585,Earth,False,PSO J318.5-22,19.0,False,150.0,605.0,0.0,0.0,1.0,F,1552,S,8108,1,False
7586,Earth,False,PSO J318.5-22,23.0,False,90.0,4.0,0.0,7.0,588.0,F,1553,S,8112,1,False
7587,Europa,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,B,318,S,8115,1,True
7588,Europa,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,B,318,S,8115,2,True
7589,Mars,False,55 Cancri e,28.0,False,49.0,0.0,0.0,2.0,1136.0,D,252,P,8116,1,False
7590,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,B,319,S,8117,1,True
7591,Europa,False,TRAPPIST-1e,24.0,False,0.0,809.0,0.0,4928.0,143.0,B,319,S,8117,2,False
7592,Europa,True,55 Cancri e,54.0,,0.0,0.0,0.0,0.0,0.0,B,319,S,8117,3,True
7593,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,G,1310,P,8118,1,False
7594,Earth,True,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,F,1555,S,8119,1,False
7595,Earth,,55 Cancri e,20.0,False,6.0,1119.0,0.0,24.0,13.0,F,1555,S,8119,2,True
7596,Earth,False,55 Cancri e,20.0,,97.0,279.0,0.0,301.0,39.0,F,1555,S,8119,3,False
7597,Europa,False,55 Cancri e,36.0,False,0.0,4260.0,0.0,0.0,1678.0,D,253,P,8120,1,True
7598,Earth,True,TRAPPIST-1e,25.0,False,0.0,0.0,,0.0,0.0,G,1311,P,8121,1,True
7599,Europa,False,55 Cancri e,58.0,False,0.0,226.0,0.0,5481.0,,C,302,S,8122,1,False
7600,Europa,False,TRAPPIST-1e,37.0,False,79.0,218.0,0.0,442.0,659.0,C,302,S,8122,2,True
7601,Europa,False,TRAPPIST-1e,26.0,False,0.0,13.0,0.0,3803.0,3557.0,C,302,S,8122,3,False
7602,Earth,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,G,1312,P,8123,1,False
7603,Earth,False,TRAPPIST-1e,44.0,False,0.0,903.0,0.0,0.0,0.0,F,1681,P,8124,1,False
7604,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,F,1682,P,8128,1,True
7605,Earth,True,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,,,,8129,1,True
7606,Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,G,1313,P,8129,2,True
7607,Earth,False,TRAPPIST-1e,24.0,False,381.0,925.0,342.0,0.0,642.0,F,1683,P,8129,3,False
7608,Earth,False,55 Cancri e,27.0,False,3.0,13.0,0.0,0.0,788.0,F,1683,P,8129,4,False
7609,Earth,False,TRAPPIST-1e,39.0,False,44.0,1620.0,0.0,6.0,0.0,E,522,P,8129,5,False
7610,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,G,1308,S,8130,1,False
7611,Earth,False,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,G,1308,S,8130,2,False
7612,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,G,1308,S,8130,3,False
7613,Mars,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,F,1557,S,8131,1,True
7614,Mars,False,TRAPPIST-1e,27.0,False,831.0,0.0,0.0,867.0,20.0,D,254,P,8133,1,False
7615,Europa,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,C,267,P,8135,1,True
7616,Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,C,268,P,8136,1,True
7617,Europa,False,TRAPPIST-1e,60.0,False,0.0,5998.0,0.0,4794.0,8.0,C,268,P,8136,2,False
7618,Earth,False,TRAPPIST-1e,18.0,False,0.0,297.0,0.0,588.0,23.0,G,1314,P,8137,1,False
7619,Earth,True,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,G,1315,P,8138,1,False
7620,Earth,False,TRAPPIST-1e,25.0,False,11.0,780.0,0.0,0.0,0.0,E,523,P,8139,1,True
7621,Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,G,1309,S,8140,1,True
7622,Earth,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,G,1310,S,8141,1,True
7623,Earth,False,TRAPPIST-1e,18.0,False,0.0,17.0,5.0,0.0,712.0,F,1558,S,8143,1,True
7624,Europa,True,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,B,270,P,8144,1,True
7625,Europa,False,TRAPPIST-1e,13.0,False,0.0,3680.0,0.0,1529.0,3854.0,B,270,P,8144,2,False
7626,Europa,False,TRAPPIST-1e,28.0,False,0.0,3317.0,77.0,0.0,130.0,B,270,P,8144,3,True
7627,Europa,False,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,B,270,P,8144,4,True
7628,Earth,False,TRAPPIST-1e,20.0,False,0.0,142.0,0.0,3528.0,92.0,G,1317,P,8147,1,False
7629,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,,,,8147,2,True
7630,Earth,False,TRAPPIST-1e,42.0,False,18.0,5.0,470.0,356.0,57.0,G,1317,P,8147,3,False
7631,Earth,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,G,1317,P,8147,4,True
7632,Earth,False,TRAPPIST-1e,18.0,False,0.0,508.0,0.0,44.0,257.0,G,1318,P,8148,1,False
7633,Earth,True,PSO J318.5-22,26.0,False,0.0,0.0,0.0,0.0,0.0,G,1319,P,8149,1,False
7634,Mars,True,55 Cancri e,3.0,False,0.0,0.0,,0.0,0.0,E,539,S,8150,1,True
7635,Mars,True,PSO J318.5-22,49.0,False,0.0,0.0,0.0,0.0,0.0,E,539,S,8150,2,True
7636,Mars,False,TRAPPIST-1e,19.0,False,691.0,0.0,10.0,561.0,25.0,E,539,S,8150,3,False
7637,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,G,1312,S,8152,1,False
7638,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,G,1320,P,8153,1,False
7639,Earth,False,PSO J318.5-22,53.0,False,90.0,29.0,102.0,244.0,56.0,G,1321,P,8156,1,False
7640,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,G,1313,S,8157,1,True
7641,Earth,False,55 Cancri e,39.0,False,1663.0,0.0,262.0,229.0,0.0,F,1560,S,8157,2,False
7642,Earth,False,TRAPPIST-1e,45.0,False,0.0,0.0,2778.0,1910.0,0.0,G,1313,S,8157,3,False
7643,Earth,True,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,G,1313,S,8157,4,True
7644,Earth,False,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,G,1313,S,8157,5,True
7645,Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,G,1313,S,8157,6,True
7646,Mars,False,TRAPPIST-1e,40.0,False,953.0,0.0,356.0,0.0,0.0,F,1686,P,8158,1,False
7647,Earth,False,,26.0,False,0.0,0.0,0.0,622.0,8.0,F,1687,P,8159,1,False
7648,Earth,False,TRAPPIST-1e,18.0,False,1157.0,28.0,50.0,0.0,0.0,F,1688,P,8161,1,False
7649,Europa,False,TRAPPIST-1e,47.0,False,0.0,314.0,0.0,889.0,1090.0,E,524,P,8162,1,False
7650,Earth,False,TRAPPIST-1e,31.0,False,0.0,918.0,0.0,0.0,900.0,G,1314,S,8164,1,False
7651,Mars,False,TRAPPIST-1e,,False,279.0,11.0,40.0,718.0,0.0,E,525,P,8165,1,False
7652,Earth,True,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,G,1315,S,8167,1,True
7653,Earth,False,55 Cancri e,32.0,False,7.0,723.0,,6.0,13.0,F,1561,S,8168,1,False
7654,Earth,False,TRAPPIST-1e,32.0,False,293.0,889.0,1.0,1.0,200.0,F,1561,S,8168,2,False
7655,Earth,False,TRAPPIST-1e,21.0,False,644.0,0.0,0.0,0.0,2.0,F,1561,S,8168,3,False
7656,Earth,False,TRAPPIST-1e,,False,4.0,0.0,9.0,20.0,831.0,F,1561,S,8168,4,False
7657,Earth,False,TRAPPIST-1e,22.0,False,753.0,0.0,0.0,0.0,0.0,G,1316,S,8168,5,False
7658,Earth,False,TRAPPIST-1e,18.0,False,0.0,858.0,2.0,,0.0,G,1316,S,8168,6,True
7659,Earth,True,PSO J318.5-22,28.0,False,0.0,0.0,0.0,0.0,0.0,G,1316,S,8168,7,True
7660,Earth,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,G,1316,S,8168,8,True
7661,Earth,False,TRAPPIST-1e,46.0,False,0.0,0.0,594.0,154.0,0.0,F,1690,P,8171,1,False
7662,Europa,False,TRAPPIST-1e,44.0,False,0.0,3771.0,0.0,521.0,4.0,C,304,S,8173,1,True
7663,Europa,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,C,305,S,8175,1,True
7664,Europa,False,55 Cancri e,28.0,False,5.0,8252.0,0.0,181.0,3027.0,A,98,S,8176,1,False
7665,Earth,False,TRAPPIST-1e,31.0,False,116.0,,298.0,2.0,227.0,G,1317,S,8177,1,False
7666,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,G,1318,S,8178,1,True
7667,Earth,False,PSO J318.5-22,18.0,False,0.0,220.0,4.0,0.0,532.0,F,1564,S,8182,1,False
7668,Earth,False,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,G,1319,S,8186,1,True
7669,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,G,1319,S,8186,2,True
7670,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,,G,1319,S,8186,3,False
7671,Earth,True,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,G,1319,S,8186,4,False
7672,Europa,False,TRAPPIST-1e,35.0,False,0.0,747.0,0.0,0.0,2478.0,C,271,P,8189,1,False
7673,Europa,True,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,B,320,S,8190,1,True
7674,Earth,False,PSO J318.5-22,18.0,False,0.0,0.0,19.0,751.0,4.0,G,1320,S,8191,1,False
7675,Earth,False,TRAPPIST-1e,18.0,False,539.0,2.0,3.0,900.0,0.0,F,1566,S,8192,1,False
7676,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,662.0,30.0,0.0,F,1567,S,8194,1,True
7677,Earth,False,55 Cancri e,49.0,False,598.0,0.0,0.0,118.0,0.0,F,1693,P,8197,1,False
7678,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,G,1329,P,8199,1,False
7679,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,G,1330,P,8200,1,True
7680,Europa,False,TRAPPIST-1e,4.0,False,0.0,,0.0,,0.0,C,306,S,8202,1,True
7681,Europa,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,C,306,S,8202,2,True
7682,,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,,C,306,S,8202,3,True
7683,Europa,False,TRAPPIST-1e,39.0,False,19.0,3603.0,0.0,421.0,517.0,C,306,S,8202,4,True
7684,Europa,False,55 Cancri e,36.0,False,0.0,8151.0,5.0,0.0,8182.0,C,306,S,8202,5,False
7685,Europa,True,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.0,0.0,C,306,S,8202,6,True
7686,Europa,False,55 Cancri e,23.0,False,0.0,395.0,0.0,6.0,,C,307,S,8203,1,False
7687,Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,C,307,S,8203,2,True
7688,Europa,False,TRAPPIST-1e,25.0,False,0.0,1003.0,1629.0,73.0,748.0,E,541,S,8204,1,False
7689,Europa,False,TRAPPIST-1e,30.0,False,209.0,157.0,2566.0,171.0,472.0,E,541,S,8204,2,False
7690,Earth,,TRAPPIST-1e,20.0,False,625.0,0.0,2.0,0.0,0.0,G,1331,P,8205,1,False
7691,Mars,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,F,1695,P,8207,1,True
7692,Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,G,1322,S,8208,1,True
7693,Earth,False,TRAPPIST-1e,57.0,False,6.0,510.0,372.0,0.0,0.0,G,1332,P,8209,1,True
7694,Mars,False,TRAPPIST-1e,47.0,False,1282.0,0.0,5.0,495.0,0.0,D,241,S,8210,1,False
7695,Earth,True,55 Cancri e,26.0,False,,0.0,0.0,0.0,0.0,G,1323,S,8211,1,True
7696,Earth,False,PSO J318.5-22,29.0,False,487.0,0.0,60.0,12.0,0.0,F,1569,S,8212,1,False
7697,Earth,False,TRAPPIST-1e,32.0,False,0.0,2.0,1.0,0.0,881.0,G,1333,P,8213,1,False
7698,Europa,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,D,242,S,8214,1,True
7699,Earth,False,TRAPPIST-1e,18.0,False,22.0,0.0,681.0,0.0,1.0,G,1334,P,8216,1,True
7700,Earth,False,TRAPPIST-1e,49.0,False,0.0,4.0,50.0,0.0,746.0,F,1570,S,8217,1,False
7701,Europa,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,B,272,P,8218,1,True
7702,Earth,,TRAPPIST-1e,18.0,False,3.0,0.0,3.0,1773.0,0.0,G,1335,P,8219,1,False
7703,Europa,False,TRAPPIST-1e,29.0,False,0.0,5157.0,1.0,136.0,32.0,A,99,S,8220,1,True
7704,Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,F,1696,P,8221,1,True
7705,Mars,False,TRAPPIST-1e,43.0,False,1054.0,109.0,576.0,645.0,0.0,D,257,P,8222,1,False
7706,Mars,False,TRAPPIST-1e,18.0,False,32.0,1255.0,1.0,0.0,0.0,F,1697,P,8222,2,True
7707,Earth,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,G,1325,S,8224,1,False
7708,Mars,False,TRAPPIST-1e,15.0,False,85.0,0.0,1130.0,0.0,248.0,,,,8225,1,False
7709,Mars,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,F,1572,S,8226,1,True
7710,Mars,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,F,1572,S,8226,2,True
7711,Mars,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,F,1572,S,8226,3,True
7712,Earth,False,TRAPPIST-1e,27.0,False,14.0,1186.0,460.0,12.0,9.0,E,527,P,8227,1,True
7713,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,G,1336,P,8229,1,True
7714,Earth,False,TRAPPIST-1e,33.0,False,201.0,819.0,0.0,0.0,0.0,G,1327,S,8231,1,True
7715,Earth,False,TRAPPIST-1e,65.0,False,0.0,0.0,113.0,208.0,587.0,G,1327,S,8231,2,False
7716,Earth,False,TRAPPIST-1e,19.0,False,5.0,666.0,0.0,123.0,440.0,F,1574,S,8232,1,False
7717,Earth,False,TRAPPIST-1e,30.0,False,0.0,0.0,779.0,0.0,18.0,F,1575,S,8233,1,False
